book_id,user_id,rating,N
292,33872,5,185
292,35568,4,156
292,35780,4,157
292,35982,4,160
292,36308,4,74
292,36883,4,134
292,37153,4,137
292,37746,3,183
292,38067,4,120
292,38185,4,119
292,38446,4,125
292,38851,4,130
292,39423,3,176
292,39618,4,180
292,41062,5,132
292,41074,3,182
292,41402,4,106
292,42568,3,120
292,43300,4,154
292,43602,4,192
292,44650,4,111
292,45269,3,183
292,46421,5,185
292,47476,4,188
292,48007,3,146
292,48291,4,125
292,48450,3,148
292,48482,3,191
292,48822,4,135
292,49298,5,186
292,50593,3,146
292,50684,4,152
292,52929,4,161
293,439,4,173
293,588,4,186
293,1185,3,190
293,1393,3,161
293,1794,3,114
293,2324,5,188
293,2487,3,193
293,3114,3,162
293,3263,3,95
293,3662,4,185
293,3827,3,140
293,5461,4,188
293,6025,4,106
293,6342,3,192
293,7979,5,138
293,8178,5,182
293,8258,5,118
293,8454,5,163
293,8484,3,190
293,8510,4,190
293,8579,3,177
293,9125,2,187
293,9668,5,196
293,9771,5,170
293,9806,4,196
293,10402,3,189
293,10792,5,130
293,10944,4,186
293,11545,4,154
293,11692,3,190
293,11868,3,184
293,12381,4,199
293,13034,3,185
293,13794,3,187
293,14192,5,189
293,14222,4,154
293,14372,3,196
293,15604,3,196
293,15838,4,145
293,15889,4,177
293,16177,5,168
293,17242,3,160
293,18100,5,186
293,19526,4,188
293,19942,3,187
293,20406,4,182
293,20967,5,183
293,21230,4,181
293,21487,4,186
293,21724,4,156
293,22164,3,186
293,24143,4,196
293,25182,3,189
293,25214,4,178
293,25840,3,195
293,26145,2,193
293,26883,5,167
293,27934,3,189
293,28824,4,182
293,29689,5,173
293,29732,5,147
293,30283,5,186
293,30601,4,165
293,30681,2,190
293,30794,4,183
293,30944,4,200
293,31852,3,159
293,32055,4,190
293,32305,2,193
293,32338,4,182
293,32419,5,166
293,34688,3,183
293,35608,4,132
293,35780,4,157
293,36695,4,182
293,37690,3,162
293,37746,2,183
293,37855,4,169
293,38080,3,177
293,38475,3,191
293,38798,3,195
293,39423,3,176
293,39703,5,193
293,39933,3,138
293,40251,4,101
293,40490,5,134
293,41074,4,182
293,41282,2,153
293,41318,3,176
293,42810,3,189
293,43602,4,192
293,43622,5,188
293,45269,4,183
293,46139,4,187
293,46147,3,164
293,46472,4,185
293,47411,3,187
293,50593,4,146
293,51460,3,187
293,51762,4,169
294,314,4,181
294,2077,3,180
294,3757,4,95
294,3908,4,70
294,6940,5,83
294,7778,4,148
294,8060,4,144
294,8204,4,67
294,10288,5,194
294,10527,2,72
294,11063,2,101
294,12827,5,129
294,13360,4,166
294,14016,3,120
294,14022,5,141
294,14817,4,89
294,15194,3,111
294,16403,3,140
294,16541,4,89
294,17207,4,75
294,17525,4,119
294,17663,5,186
294,17902,4,103
294,18090,5,101
294,18250,3,85
294,18316,5,139
294,18342,3,98
294,19171,5,160
294,19356,4,70
294,19942,4,187
294,19948,4,78
294,20243,4,112
294,20375,5,128
294,20586,3,70
294,21070,5,48
294,21228,4,187
294,21440,4,99
294,21599,3,140
294,22894,4,107
294,24389,4,174
294,24499,3,193
294,25320,5,117
294,25340,5,103
294,25633,4,76
294,25872,5,140
294,28149,5,73
294,28158,4,199
294,28824,3,182
294,29037,5,126
294,31159,3,126
294,31941,5,125
294,32617,5,76
294,32834,5,70
294,33127,5,125
294,33307,4,133
294,33621,4,89
294,33716,5,186
294,35326,4,140
294,35858,5,56
294,36308,3,74
294,36535,3,122
294,36695,3,182
294,36752,4,69
294,37855,4,169
294,38032,3,134
294,38082,4,188
294,38308,4,77
294,38331,5,117
294,38753,2,93
294,38766,5,114
294,39075,4,83
294,39618,4,180
294,39664,4,36
294,40815,3,76
294,40961,4,79
294,41062,3,132
294,41105,5,119
294,41318,3,176
294,41435,3,112
294,42671,4,50
294,43237,5,78
294,43727,5,125
294,43836,4,109
294,44462,4,95
294,45126,2,106
294,45269,3,183
294,46147,5,164
294,46447,5,79
294,48282,4,66
294,48297,4,172
294,49382,5,146
294,50753,3,136
294,50898,5,78
294,51250,4,123
294,51316,4,88
294,51625,5,121
294,51692,5,127
294,52036,2,199
294,52965,3,110
294,53130,4,81
295,368,3,141
295,725,5,155
295,1759,3,91
295,2271,5,121
295,2722,4,112
295,3122,4,116
295,3641,5,161
295,4289,5,111
295,4901,4,133
295,5357,4,148
295,6867,5,146
295,7225,3,135
295,8565,5,110
295,8669,4,179
295,9195,4,149
295,10087,3,121
295,10509,5,195
295,11191,4,98
295,11837,4,145
295,12372,4,100
295,12771,5,110
295,12982,4,132
295,13163,3,138
295,14285,5,168
295,14385,5,184
295,14411,4,63
295,14575,5,84
295,14936,5,175
295,15791,3,117
295,16377,5,183
295,17678,5,88
295,18031,5,185
295,18199,4,138
295,18316,4,139
295,18361,4,187
295,18920,4,128
295,19944,5,146
295,20414,5,122
295,20848,5,177
295,21268,5,146
295,23892,1,113
295,24326,5,187
295,24567,5,133
295,25415,4,129
295,26053,4,183
295,26398,5,169
295,26883,4,167
295,26992,4,123
295,27460,4,151
295,28158,5,199
295,29037,5,126
295,29123,3,183
295,29489,3,128
295,29845,5,121
295,30313,4,187
295,31198,4,162
295,31336,4,151
295,31760,4,142
295,32033,4,173
295,32149,4,111
295,33147,3,174
295,33527,5,104
295,35427,5,130
295,35568,4,156
295,35866,4,114
295,36031,4,147
295,36121,5,126
295,36725,4,145
295,37041,5,162
295,37516,3,101
295,37549,5,104
295,38475,5,191
295,39618,4,180
295,39933,3,138
295,40317,3,100
295,40840,2,88
295,41228,3,104
295,41733,5,122
295,42355,5,112
295,42508,4,189
295,42568,3,120
295,42574,5,189
295,42810,5,189
295,42943,5,123
295,43985,4,182
295,44243,5,179
295,44305,4,86
295,44397,4,187
295,46482,5,190
295,47411,5,187
295,47476,4,188
295,48389,4,100
295,48726,5,112
295,50610,4,124
295,50999,1,193
295,51065,5,183
295,51838,5,185
295,52007,5,149
295,52036,3,199
295,52740,4,140
296,439,4,173
296,1169,4,187
296,1185,4,190
296,1393,5,161
296,1794,5,114
296,2487,3,193
296,3005,5,140
296,4147,5,127
296,5272,4,186
296,5461,5,188
296,8440,4,125
296,8484,5,190
296,8510,5,190
296,8579,2,177
296,8612,5,137
296,8959,5,171
296,9165,5,147
296,9244,5,183
296,9384,4,154
296,9805,5,111
296,9919,4,117
296,10246,5,178
296,10249,5,190
296,10610,5,188
296,10662,3,165
296,10792,5,130
296,11408,4,183
296,11445,3,184
296,11692,3,190
296,11854,4,174
296,12668,5,144
296,12840,4,137
296,12874,4,200
296,13095,2,161
296,13274,4,184
296,13580,1,135
296,13629,4,123
296,13794,5,187
296,13826,5,146
296,13879,4,133
296,15318,5,173
296,15889,3,177
296,16346,4,136
296,16821,5,145
296,17329,4,119
296,17434,4,187
296,17663,5,186
296,18053,5,135
296,18493,4,166
296,18857,5,173
296,19171,5,160
296,20848,5,177
296,21217,4,185
296,21487,4,186
296,22243,5,151
296,22534,4,163
296,23603,3,193
296,23612,5,187
296,23711,4,110
296,24499,4,193
296,24834,5,189
296,25182,4,189
296,25485,4,115
296,26992,2,123
296,27612,5,156
296,27900,4,121
296,28458,5,110
296,29031,5,170
296,29123,3,183
296,30233,5,187
296,30283,5,186
296,30290,5,96
296,30681,5,190
296,30871,5,172
296,32490,5,153
296,32635,3,183
296,33147,2,174
296,33455,5,163
296,33697,5,188
296,33864,5,173
296,33947,5,124
296,35259,5,160
296,35568,5,156
296,35739,5,124
296,36308,5,74
296,37855,4,169
296,39423,4,176
296,39703,5,193
296,40468,5,171
296,41402,4,106
296,45493,3,185
296,47411,5,187
296,47478,2,186
296,48482,3,191
296,48809,4,119
296,48822,3,135
296,49298,5,186
296,49830,5,144
296,51452,3,165
296,53293,5,194
297,368,3,141
297,725,4,155
297,1136,2,175
297,1296,5,82
297,2171,4,184
297,2324,5,188
297,2347,4,106
297,2900,4,190
297,3641,5,161
297,3688,4,93
297,3721,4,157
297,3739,5,192
297,4606,4,183
297,5379,4,181
297,5645,5,191
297,6042,5,144
297,6063,4,185
297,6567,4,96
297,8078,3,100
297,8178,5,182
297,8454,5,163
297,8612,3,137
297,8909,5,130
297,9125,5,187
297,9246,2,190
297,9805,5,111
297,10111,4,185
297,10610,4,188
297,10751,5,186
297,10907,5,84
297,11285,3,190
297,11854,4,174
297,11999,3,187
297,12156,5,97
297,12193,4,78
297,12442,3,102
297,12455,3,178
297,12471,4,192
297,12982,3,132
297,13095,5,161
297,14192,2,189
297,14235,4,166
297,14546,3,186
297,16129,5,156
297,16377,5,183
297,18120,5,132
297,18493,3,166
297,20076,4,179
297,20241,4,107
297,20553,1,99
297,20873,4,127
297,21724,5,156
297,21788,5,156
297,22164,3,186
297,23768,3,127
297,23892,3,113
297,23962,3,104
297,24092,4,101
297,24143,4,196
297,25164,5,193
297,25182,4,189
297,26320,4,93
297,26883,4,167
297,26942,5,102
297,28831,4,134
297,29155,4,160
297,29671,5,106
297,29689,5,173
297,30313,4,187
297,31001,5,167
297,31198,5,162
297,33473,5,96
297,33527,4,104
297,34882,4,152
297,35326,5,140
297,35568,5,156
297,35608,4,132
297,36664,5,101
297,37746,3,183
297,37855,4,169
297,38067,4,120
297,38185,4,119
297,38446,3,125
297,39032,5,110
297,39423,3,176
297,42508,4,189
297,43602,5,192
297,44650,4,111
297,45498,3,126
297,45554,4,197
297,45593,3,141
297,46472,3,185
297,48482,3,191
297,48687,5,192
297,48809,5,119
297,50593,4,146
297,50610,4,124
297,51452,3,165
297,52929,3,161
297,53292,5,191
298,368,3,141
298,588,4,186
298,1136,3,175
298,1185,3,190
298,1350,4,137
298,4536,2,182
298,6025,3,106
298,6698,3,188
298,7840,3,147
298,7979,5,138
298,8096,1,171
298,8178,4,182
298,8340,4,184
298,8454,3,163
298,8612,4,137
298,9125,2,187
298,9257,3,112
298,9357,5,114
298,9771,5,170
298,9806,3,196
298,10288,1,194
298,10297,3,133
298,10402,3,189
298,10907,5,84
298,11868,4,184
298,12668,3,144
298,13095,2,161
298,13195,3,88
298,13378,3,131
298,13991,3,190
298,14192,2,189
298,14248,3,191
298,14890,3,102
298,15054,3,157
298,15547,2,186
298,15935,5,108
298,16576,5,139
298,17222,3,140
298,17228,4,178
298,18053,5,135
298,18313,5,183
298,19191,4,179
298,19526,4,188
298,19942,3,187
298,21160,5,151
298,21217,4,185
298,21487,4,186
298,21724,4,156
298,23768,2,127
298,23892,4,113
298,24143,5,196
298,24962,5,115
298,25214,5,178
298,25415,4,129
298,27612,5,156
298,28158,3,199
298,28923,5,134
298,29155,3,160
298,29689,4,173
298,30184,5,189
298,30794,3,183
298,31198,5,162
298,32033,4,173
298,32055,4,190
298,32338,3,182
298,33697,4,188
298,33864,5,173
298,35326,4,140
298,36664,5,101
298,36695,4,182
298,38067,3,120
298,38446,2,125
298,38475,3,191
298,38798,4,195
298,38865,4,187
298,39452,5,136
298,39703,5,193
298,40468,4,171
298,40975,5,119
298,41074,5,182
298,42404,5,187
298,43037,5,163
298,43602,4,192
298,43622,4,188
298,45493,4,185
298,45554,4,197
298,45593,3,141
298,46139,4,187
298,46212,3,54
298,46472,4,185
298,47411,3,187
298,47478,2,186
298,48050,4,106
298,48440,4,190
298,49298,2,186
298,49382,3,146
298,50593,4,146
298,51480,1,184
298,52036,3,199
298,52929,4,161
299,2056,5,158
299,4934,3,71
299,5109,3,89
299,5172,3,69
299,5624,3,71
299,5656,4,82
299,5695,2,61
299,6596,5,155
299,8218,5,83
299,8348,1,66
299,8820,3,87
299,9078,4,34
299,9413,5,74
299,10527,2,72
299,11174,3,97
299,12734,2,145
299,13163,5,138
299,13189,3,109
299,13339,2,78
299,13742,1,88
299,13763,1,83
299,14234,3,110
299,14529,5,59
299,14654,4,90
299,14746,3,61
299,15186,4,135
299,15522,3,115
299,15727,4,113
299,16081,1,78
299,16285,4,79
299,16330,1,90
299,16476,4,113
299,17242,4,160
299,18433,3,132
299,18670,3,86
299,19191,3,179
299,19668,4,124
299,19850,5,85
299,20032,4,90
299,20074,5,95
299,20077,4,121
299,20258,3,48
299,20332,1,92
299,21666,5,97
299,21781,3,134
299,22212,3,122
299,22497,4,118
299,22669,3,42
299,23481,3,77
299,24781,3,43
299,24903,4,115
299,25030,3,126
299,27104,2,93
299,29008,5,94
299,29463,2,53
299,29732,4,147
299,30871,3,172
299,32033,5,173
299,32199,5,135
299,32490,1,153
299,32576,3,156
299,32611,2,32
299,32759,5,66
299,32773,4,99
299,32907,4,113
299,32923,3,189
299,33119,4,118
299,33572,1,36
299,33877,4,87
299,34572,5,55
299,35105,1,83
299,35161,5,91
299,35654,3,70
299,35986,5,126
299,36122,4,65
299,36452,5,78
299,38308,3,77
299,40293,4,82
299,40990,2,82
299,41014,2,84
299,41126,3,58
299,42613,5,89
299,43704,3,99
299,44046,5,47
299,45595,1,64
299,46395,3,85
299,48050,5,106
299,48493,5,123
299,49103,1,74
299,49288,5,193
299,49289,5,192
299,49295,5,192
299,49297,5,192
299,50096,5,185
299,50101,5,187
299,50102,5,177
299,50104,5,189
299,50133,5,189
299,50332,5,69
299,50952,2,101
300,3246,4,90
300,4901,3,133
300,5172,5,69
300,7001,3,189
300,8370,2,185
300,8484,5,190
300,8612,4,137
300,8641,3,108
300,9804,2,154
300,10087,4,121
300,10111,4,185
300,10140,3,188
300,11263,4,100
300,11569,4,185
300,11692,3,190
300,11836,4,132
300,11854,3,174
300,11911,5,77
300,12002,4,79
300,12361,5,120
300,12474,3,53
300,13763,5,83
300,13776,4,190
300,13826,4,146
300,13991,5,190
300,14222,4,154
300,15020,3,128
300,15547,4,186
300,15608,4,104
300,15791,4,117
300,16569,3,188
300,17242,5,160
300,17329,3,119
300,17434,5,187
300,17450,4,117
300,17643,5,190
300,17703,4,133
300,18031,3,185
300,18053,4,135
300,18179,3,123
300,18316,4,139
300,19729,5,196
300,20873,5,127
300,21228,4,187
300,21487,4,186
300,21525,4,87
300,21975,5,112
300,22313,5,133
300,23498,5,91
300,23776,3,121
300,23892,4,113
300,24143,4,196
300,24582,4,182
300,26181,4,115
300,26496,4,93
300,26750,4,119
300,27229,4,93
300,27513,5,106
300,28343,3,118
300,28416,3,89
300,28458,3,110
300,28767,4,193
300,28831,4,134
300,29123,3,183
300,29644,5,111
300,32748,5,193
300,32809,4,113
300,33872,5,185
300,34363,4,131
300,35146,4,183
300,35296,4,95
300,35780,5,157
300,36031,5,147
300,36126,2,84
300,36240,5,166
300,36490,2,64
300,36695,4,182
300,37897,4,92
300,39452,5,136
300,40721,5,61
300,40819,5,94
300,41145,4,123
300,41282,5,153
300,43554,5,79
300,44617,5,89
300,45554,5,197
300,46139,5,187
300,46422,5,55
300,47730,5,185
300,47746,4,174
300,48493,5,123
300,48559,5,185
300,48687,5,192
300,49998,5,87
300,50715,5,124
300,51166,5,186
300,51452,3,165
300,51480,3,184
300,52036,4,199
300,52214,5,113
301,439,3,173
301,951,5,188
301,1169,3,187
301,1393,5,161
301,1794,3,114
301,2171,2,184
301,2276,2,185
301,2324,4,188
301,2487,4,193
301,2900,3,190
301,3005,5,140
301,3739,5,192
301,4147,5,127
301,4606,2,183
301,5379,3,181
301,5461,4,188
301,5629,2,181
301,5645,5,191
301,6063,4,185
301,6634,4,162
301,6698,3,188
301,7001,4,189
301,7801,4,137
301,7999,3,125
301,8167,5,193
301,8440,4,125
301,8510,4,190
301,8519,3,154
301,8579,3,177
301,8612,3,137
301,9011,1,188
301,9257,4,112
301,9668,4,196
301,9731,2,195
301,10111,5,185
301,10146,1,189
301,10610,4,188
301,10751,3,186
301,11445,4,184
301,11691,3,185
301,11692,4,190
301,11837,3,145
301,11868,3,184
301,11999,3,187
301,12874,4,200
301,13095,3,161
301,13378,4,131
301,13544,2,183
301,13794,1,187
301,13879,4,133
301,14248,3,191
301,15494,2,191
301,15604,4,196
301,16569,4,188
301,16576,4,139
301,17105,2,134
301,17222,3,140
301,19668,1,124
301,19729,4,196
301,20076,3,179
301,20967,4,183
301,21658,5,141
301,21733,3,190
301,22164,2,186
301,23497,4,125
301,25048,3,166
301,25182,5,189
301,26398,1,169
301,26629,5,193
301,27612,5,156
301,27934,4,189
301,28824,1,182
301,28831,4,134
301,29689,1,173
301,29951,2,190
301,30944,4,200
301,31305,3,131
301,32305,2,193
301,33065,4,195
301,33697,5,188
301,33864,2,173
301,33872,3,185
301,34531,5,122
301,35982,3,160
301,38475,3,191
301,39618,3,180
301,40251,1,101
301,40468,4,171
301,41074,4,182
301,42508,4,189
301,42810,3,189
301,43622,3,188
301,45554,3,197
301,46139,5,187
301,46421,5,185
301,46472,5,185
301,47478,2,186
301,47800,4,188
301,48007,3,146
301,51480,1,184
302,343,4,92
302,1260,3,77
302,1947,3,78
302,2056,4,158
302,4242,4,76
302,5345,5,124
302,5616,4,113
302,5905,3,78
302,5909,3,86
302,6006,4,72
302,6486,3,130
302,6596,4,155
302,6728,4,103
302,7778,4,148
302,7846,4,71
302,9044,2,62
302,9413,4,74
302,9496,3,83
302,11076,3,87
302,11174,2,97
302,13464,4,112
302,13914,4,90
302,14234,2,110
302,15578,3,32
302,15642,3,49
302,15857,5,107
302,16315,5,60
302,17475,4,134
302,17548,3,79
302,18145,4,89
302,18250,4,85
302,18325,5,69
302,20258,3,48
302,21607,3,50
302,21621,4,102
302,21666,5,97
302,22098,3,117
302,22212,3,122
302,22336,4,81
302,22368,4,140
302,22669,4,42
302,23291,4,113
302,23409,3,53
302,23738,3,107
302,23744,4,95
302,24102,4,85
302,24339,4,68
302,24389,4,174
302,25340,2,103
302,26358,4,52
302,26467,4,68
302,29356,3,60
302,29562,4,109
302,30184,5,189
302,30601,5,165
302,30768,3,87
302,31376,3,66
302,31861,5,106
302,32149,4,111
302,33119,4,118
302,33599,5,151
302,34026,5,65
302,35515,4,53
302,35592,2,66
302,35747,4,93
302,35765,3,92
302,36939,4,60
302,38555,5,64
302,40167,5,156
302,40566,5,134
302,41007,4,49
302,41113,2,113
302,41126,4,58
302,41982,2,82
302,42404,5,187
302,42798,5,66
302,43032,3,68
302,43267,4,81
302,43778,3,82
302,43965,4,66
302,44695,2,32
302,45584,5,116
302,46031,4,95
302,46395,3,85
302,46519,3,82
302,47686,3,83
302,47811,3,112
302,48282,1,66
302,48566,5,113
302,49382,5,146
302,49503,4,65
302,49586,1,50
302,49628,4,60
302,49636,5,72
302,49998,3,87
302,50063,3,63
302,50332,4,69
302,51166,5,186
302,51612,5,143
302,52583,3,167
303,1766,5,74
303,1800,2,81
303,2218,1,74
303,2544,3,77
303,2665,2,102
303,2838,2,77
303,5100,3,125
303,5905,4,78
303,6596,1,155
303,6630,2,197
303,7134,3,80
303,7260,2,53
303,7760,3,68
303,8028,2,76
303,8096,3,171
303,8204,2,67
303,8449,4,71
303,8565,3,110
303,9165,2,147
303,9309,3,146
303,9399,3,56
303,9896,3,70
303,10509,5,195
303,10688,5,112
303,11233,1,59
303,11839,1,47
303,12166,2,102
303,12361,2,120
303,12466,1,182
303,12974,2,88
303,13134,3,78
303,13763,1,83
303,13991,5,190
303,14136,1,133
303,14372,3,196
303,14901,2,95
303,15123,5,77
303,15186,2,135
303,16129,3,156
303,16377,1,183
303,17267,3,65
303,17846,2,86
303,19724,5,187
303,19942,5,187
303,19958,1,107
303,20363,1,141
303,23096,3,87
303,24389,4,174
303,25320,3,117
303,25812,5,153
303,26053,1,183
303,26236,3,75
303,27027,2,168
303,27125,4,60
303,27160,2,65
303,27279,2,73
303,27585,4,127
303,27808,1,114
303,28219,3,77
303,28694,1,101
303,29123,3,183
303,30233,3,187
303,30304,1,134
303,30552,2,86
303,31887,4,82
303,32199,5,135
303,32809,3,113
303,34688,2,183
303,35024,1,105
303,35568,2,156
303,35608,3,132
303,35739,5,124
303,35983,1,115
303,35986,3,126
303,37364,3,90
303,38079,4,119
303,38914,2,85
303,39508,5,68
303,40360,3,59
303,41240,5,179
303,41282,5,153
303,41744,2,159
303,41747,1,178
303,42293,4,105
303,42375,3,56
303,42943,2,123
303,45498,3,126
303,49288,5,193
303,49289,5,192
303,49295,5,192
303,49297,5,192
303,50096,5,185
303,50101,5,187
303,50102,5,177
303,50104,5,189
303,50838,1,104
303,50864,1,79
303,51618,1,86
303,52469,5,169
303,53245,2,188
304,35,3,125
304,368,3,141
304,1794,5,114
304,1952,4,189
304,2171,4,184
304,2487,4,193
304,3087,3,185
304,3739,5,192
304,5461,4,188
304,5629,3,181
304,5645,4,191
304,6342,4,192
304,7563,4,196
304,7970,5,124
304,7979,5,138
304,8440,3,125
304,8526,4,120
304,9125,3,187
304,9244,1,183
304,9804,5,154
304,10111,3,185
304,10509,4,195
304,10727,2,175
304,10944,4,186
304,11285,3,190
304,11408,5,183
304,11445,4,184
304,11569,4,185
304,11692,5,190
304,11837,4,145
304,11927,4,190
304,11945,5,189
304,11999,3,187
304,12361,4,120
304,12381,2,199
304,12840,3,137
304,13095,3,161
304,13274,4,184
304,13544,4,183
304,13879,4,133
304,14136,4,133
304,14372,2,196
304,15054,3,157
304,16377,5,183
304,16421,5,124
304,17883,4,130
304,18031,5,185
304,18179,4,123
304,18199,5,138
304,18767,5,117
304,18798,4,185
304,18857,5,173
304,19526,3,188
304,19541,4,100
304,20363,3,141
304,20467,4,185
304,20848,5,177
304,20991,5,143
304,21543,5,137
304,21658,4,141
304,21781,3,134
304,22243,5,151
304,22602,3,186
304,22913,3,125
304,23303,3,191
304,23576,4,182
304,23603,3,193
304,24326,4,187
304,24499,2,193
304,24834,4,189
304,25048,5,166
304,25065,5,111
304,25278,3,189
304,26053,3,183
304,26244,4,169
304,26282,4,142
304,26661,5,173
304,26800,5,114
304,27515,4,133
304,28767,3,193
304,29031,2,170
304,30160,5,128
304,30233,2,187
304,31760,4,142
304,32592,3,172
304,32923,4,189
304,33716,5,186
304,35259,5,160
304,38080,4,177
304,38687,3,151
304,40167,2,156
304,41997,4,145
304,42404,4,187
304,44397,5,187
304,45498,3,126
304,45554,3,197
304,46482,4,190
304,47490,4,129
304,51762,3,169
304,53293,5,194
305,2276,3,185
305,2324,5,188
305,3918,3,120
305,5436,2,182
305,6630,3,197
305,7563,2,196
305,7840,3,147
305,8370,1,185
305,9257,4,112
305,9843,5,161
305,10111,4,185
305,10288,5,194
305,10662,3,165
305,10751,4,186
305,10944,3,186
305,11837,3,145
305,11854,4,174
305,12361,4,120
305,12668,2,144
305,13274,3,184
305,13991,3,190
305,14222,3,154
305,14285,4,168
305,14385,3,184
305,14546,5,186
305,15494,3,191
305,16046,3,120
305,16129,5,156
305,16346,3,136
305,16421,5,124
305,17242,3,160
305,17643,3,190
305,18031,5,185
305,18100,2,186
305,18767,4,117
305,19171,5,160
305,19541,3,100
305,20363,1,141
305,20414,5,122
305,20991,4,143
305,21230,3,181
305,21713,4,190
305,23303,3,191
305,23558,2,151
305,23711,2,110
305,24499,2,193
305,24567,4,133
305,25182,5,189
305,25278,3,189
305,25415,2,129
305,26097,3,132
305,26145,3,193
305,26146,5,141
305,26883,3,167
305,26942,5,102
305,27900,5,121
305,28301,4,160
305,28803,5,126
305,29031,5,170
305,30160,3,128
305,30233,3,187
305,30601,3,165
305,30681,2,190
305,30833,3,166
305,31198,4,162
305,32055,3,190
305,32490,3,153
305,32576,3,156
305,32745,4,194
305,33147,3,174
305,34688,3,183
305,35259,3,160
305,35568,4,156
305,37041,3,162
305,37746,3,183
305,37834,4,195
305,38082,5,188
305,38865,2,187
305,39618,3,180
305,41240,5,179
305,41282,5,153
305,41733,4,122
305,42404,5,187
305,42568,3,120
305,42574,5,189
305,43602,4,192
305,44243,2,179
305,44397,4,187
305,44496,4,160
305,45269,3,183
305,48822,4,135
305,49382,5,146
305,51065,3,183
305,51452,4,165
305,51838,4,185
305,52007,4,149
305,52740,3,140
305,53245,3,188
306,1169,4,187
306,2171,4,184
306,2487,3,193
306,2900,3,190
306,3087,5,185
306,3662,4,185
306,3922,4,188
306,4536,4,182
306,5115,1,187
306,5461,4,188
306,5629,5,181
306,5645,4,191
306,6342,5,192
306,6630,2,197
306,7563,4,196
306,8710,4,184
306,9125,3,187
306,9244,1,183
306,9246,3,190
306,9722,2,176
306,9731,2,195
306,9804,5,154
306,10111,2,185
306,10140,1,188
306,10249,4,190
306,10509,5,195
306,10610,4,188
306,10727,3,175
306,10944,4,186
306,11239,1,176
306,11272,3,185
306,11408,5,183
306,11445,4,184
306,11569,5,185
306,11692,5,190
306,11927,4,190
306,11945,5,189
306,11999,4,187
306,12874,4,200
306,13095,4,161
306,13407,4,183
306,14248,4,191
306,14372,3,196
306,14603,4,189
306,15494,3,191
306,17434,5,187
306,17566,3,194
306,18031,5,185
306,18361,3,187
306,18550,4,171
306,18798,4,185
306,18857,5,173
306,19724,5,187
306,20467,4,185
306,20848,3,177
306,21658,3,141
306,22164,4,186
306,22243,5,151
306,22602,3,186
306,23303,5,191
306,23612,2,187
306,24326,4,187
306,25278,5,189
306,26053,3,183
306,26097,3,132
306,26244,4,169
306,26282,4,142
306,26398,1,169
306,26661,4,173
306,28767,2,193
306,29031,2,170
306,30233,3,187
306,30313,5,187
306,30833,4,166
306,32592,3,172
306,32923,4,189
306,33065,1,195
306,34688,3,183
306,35146,2,183
306,36240,4,166
306,37690,4,162
306,37834,5,195
306,38475,2,191
306,38798,3,195
306,40167,4,156
306,40490,5,134
306,41282,4,153
306,43985,4,182
306,44397,5,187
306,45554,5,197
306,45811,3,135
306,46139,4,187
306,46482,4,190
306,47730,4,185
306,47800,2,188
306,48559,3,185
306,49514,4,157
306,51460,4,187
306,51762,4,169
306,53245,4,188
307,589,4,104
307,1136,3,175
307,4706,5,122
307,4891,5,119
307,5109,5,89
307,5435,4,126
307,5912,5,74
307,6016,4,176
307,6042,4,144
307,6658,4,108
307,8060,4,144
307,8454,5,163
307,8565,5,110
307,9285,4,125
307,10457,4,103
307,11287,3,145
307,11577,4,97
307,12417,5,98
307,12471,5,192
307,13360,3,166
307,13826,5,146
307,14235,4,166
307,14293,5,116
307,14929,5,60
307,14936,5,175
307,15082,5,84
307,15102,5,114
307,15161,5,77
307,15194,5,111
307,16587,5,147
307,16662,4,141
307,18165,5,133
307,18169,2,126
307,18316,5,139
307,19803,5,82
307,20782,5,185
307,21268,5,146
307,22611,5,95
307,23185,3,103
307,23768,5,127
307,24092,4,101
307,24609,5,119
307,26398,5,169
307,27221,4,147
307,27448,5,121
307,27460,3,151
307,27512,4,129
307,27537,5,91
307,28882,3,129
307,29312,5,89
307,29418,3,89
307,30259,5,112
307,30879,5,137
307,30944,4,200
307,31305,4,131
307,31760,5,142
307,32052,5,148
307,33069,4,64
307,33147,4,174
307,33409,5,116
307,33697,2,188
307,33713,5,137
307,34315,5,119
307,34859,4,112
307,35111,5,148
307,35427,5,130
307,35986,5,126
307,37099,5,166
307,37127,5,110
307,37153,4,137
307,37690,5,162
307,38070,5,145
307,38079,5,119
307,39013,5,139
307,40115,5,84
307,40330,5,108
307,40819,5,94
307,40840,5,88
307,40897,5,72
307,41105,5,119
307,41849,4,78
307,41963,5,98
307,41968,4,108
307,43300,5,154
307,43727,5,125
307,43831,4,97
307,45071,5,135
307,45269,5,183
307,45588,4,111
307,45935,4,133
307,48450,4,148
307,48482,4,191
307,49382,5,146
307,50342,5,170
307,50444,5,154
307,50684,5,152
307,50774,5,128
307,50905,5,101
307,52036,3,199
307,52956,3,121
308,363,3,97
308,439,2,173
308,1354,3,80
308,1429,3,65
308,1645,2,87
308,1677,3,160
308,2077,3,180
308,2998,4,106
308,3094,3,63
308,3246,2,90
308,3255,3,41
308,3943,3,94
308,5551,3,85
308,5633,4,69
308,6329,4,94
308,6397,3,101
308,6689,2,106
308,7001,4,189
308,7004,5,66
308,7406,4,139
308,7840,3,147
308,8388,4,144
308,8400,5,67
308,8403,5,69
308,8465,4,59
